page_url,title
https://himapucchi.com/m2023-final-kurage/,【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」
https://himapucchi.com/m2023-final-danbira/,【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」
https://himapucchi.com/m2023-final-shinkujeshika/,【M-1グランプリ2023 1stラウンド】真空ジェシカ「B画館」
https://himapucchi.com/m2023-final-mayurika/,【M-1グランプリ2023 1stラウンド】マユリカ「倦怠期」
https://himapucchi.com/m2023-final-kabeposutar/,【M-1グランプリ2023 1stラウンド】カベポスター「おまじない」　
https://himapucchi.com/m2023-final-sisigasira/,【M-1グランプリ2023 1stラウンド】シシガシラ「規制」
https://himapucchi.com/m2023-last-sayaka/,【M-1グランプリ2023 最終決戦】さや香「見せ算」
https://himapucchi.com/m2023-last-yarenzu/,【M-1グランプリ2023 最終決戦】ヤーレンズ「ラーメン屋」
https://himapucchi.com/m2023-final-yarenzu/,【M-1グランプリ2023 1stラウンド】ヤーレンズ「引越しの挨拶」
https://himapucchi.com/m2023-final-sayaka/,【M-1グランプリ2023 1stラウンド】さや香「ホームステイ」
https://himapucchi.com/m2023-last-reiwaroman/,【M-1グランプリ2023 最終決戦】令和ロマン「ドラマ」
https://himapucchi.com/m2023-final-reiwaroman/,【M-1グランプリ2023 1stラウンド】令和ロマン「少女漫画」
https://himapucchi.com/m2023-3-yarlens/,【M-1グランプリ2023 3回戦】ヤーレンズ「ケーキ屋」
https://himapucchi.com/m2023-3-mayurika/,【M-1グランプリ2023 3回戦】マユリカ「井戸端会議」
https://himapucchi.com/m2023-3-reiwaroman/,【M-1グランプリ2023 3回戦】令和ロマン「100m走」
https://himapucchi.com/m2023-3-nightingale/,【M-1グランプリ2023 3回戦】ナイチンゲールダンス「居酒屋」
https://himapucchi.com/m2023-3-kurage/,【M-1グランプリ2023 3回戦】くらげ「不幸」
https://himapucchi.com/m2023-3-danbira/,【M-1グランプリ2023 3回戦】ダンビラムーチョ「昔話」
https://himapucchi.com/m2023-3-evers/,【M-1グランプリ2023 3回戦】エバース「略奪」
https://himapucchi.com/m2023-3-sisigasira/,【M-1グランプリ2023 3回戦】シシガシラ「同窓会」
https://himapucchi.com/m2023-3-gyoubu/,【M-1グランプリ2023 3回戦】ぎょうぶ「家族」
https://himapucchi.com/m2023-3-nanamagari/,【M-1グランプリ2023 3回戦】ななまがり「マッチングアプリ」
https://himapucchi.com/m2023-3-mamataruto/,【M-1グランプリ2023 3回戦】ママタルト「ラブコメ」
https://himapucchi.com/m2023-3-sayaka/,【M-1グランプリ2023 3回戦】さや香「大学」
https://himapucchi.com/m2023-3-long/,【M-1グランプリ2023 3回戦】ロングコートダディ「フルーツ」
https://himapucchi.com/m2023-3-kabeposutare/,【M-1グランプリ2023 3回戦】カベポスター「あだ名」
https://himapucchi.com/m2023-3-ozuwarudo/,【M-1グランプリ2023 3回戦】オズワルド「俺が死んだら」
https://himapucchi.com/m2023-3-shinkujeshika/,　【M-1グランプリ2023 3回戦】真空ジェシカ「バンパイアハンター」
https://himapucchi.com/m1-2022-last-sayaka/,【M-1グランプリ2022 最終決戦】<br>さや香「男女の友情」
https://himapucchi.com/m1-2022-last-uesutorando/,【M-1グランプリ2022 最終決戦】<br>ウエストランド「あるなしクイズ」
https://himapucchi.com/m1-2022-1-sayaka/,【M-1グランプリ2022 1stラウンド】<br>さや香「歳」
https://himapucchi.com/m1-2022-1-uesutorando/,【M-1グランプリ2022 1stラウンド】<br>ウエストランド「あるなしクイズ」
https://himapucchi.com/m2022-3-kabeposutare/,【M-1グランプリ2022 3回戦】<br>カベポスター「コンビニ」
https://himapucchi.com/m2022-3-daiamondo/,　【M-1グランプリ2022 3回戦】<br>ダイヤモンド「居酒屋」
https://himapucchi.com/m2022-3-shinkujeshika/,　【M-1グランプリ2022 3回戦】<br>真空ジェシカ「送る言葉」
https://himapucchi.com/m1-2022-3-long/,【M-1グランプリ2022 3回戦】<br>ロングコートダディ「遊び」
https://himapucchi.com/m1-2022-3-uesutorando/,【M-1グランプリ2022 3回戦】<br>ウエストランド「エピソードトーク」
https://himapucchi.com/m1-2022-3-danseiburanko/,【M-1グランプリ2022 3回戦】<br>男性ブランコ「公園デビュー」
https://himapucchi.com/m1-2022-3-sayaka/,【M-1グランプリ2022 3回戦】<br>さや香「ウニ」
https://himapucchi.com/m1-2022-3-kyu/,【M-1グランプリ2022 3回戦】<br>キュウ「テテテンテ」
https://himapucchi.com/m2022-3-yoneda2000/,【M-1グランプリ2022 3回戦】<br>ヨネダ2000「ふぁんふぁんふぁんふぁん」
https://himapucchi.com/m2021-final-indians/,【M-1グランプリ2021 最終決戦】<br>インディアンス「売れたい」
https://himapucchi.com/m2021-first-indians/,【M-1グランプリ2021 1stラウンド】<br>インディアンス「趣味」
https://himapucchi.com/m2021-first-ozuwarudo/,【M-1グランプリ2021 1stラウンド】<br>オズワルド「友達」
https://himapucchi.com/m2021-final-ozuwarudo/,【M-1グランプリ2021 最終決戦】<br>オズワルド「割り込み」
https://himapucchi.com/m2021-final-nishikigoi/,【M-1グランプリ2021 最終決戦】<br>錦鯉「猿を捕まえたい」
https://himapucchi.com/m2021-first-nishikigoi/,【M-1グランプリ2021 1stラウンド】<br>錦鯉「合コン」
https://himapucchi.com/m2021-3-momo/,【M-1グランプリ2021 3回戦】<br>もも「タイムマシン」
https://himapucchi.com/m2021-3-ranjyatai/,【M-1グランプリ2021 3回戦】<br>ランジャタイ「iPhoneの作り方」
https://himapucchi.com/m2021-3-mogurider/,【M-1グランプリ2021 3回戦】<br>モグライダー「玉置浩二」
https://himapucchi.com/m2021-3-shinkujeshika/,【M-1グランプリ2021 3回戦】<br>真空ジェシカ「トレジャーハンター」
https://himapucchi.com/m2021-3-universe/,【M-1グランプリ2021 3回戦】<br>ゆにばーす 「婚活」
https://himapucchi.com/m2021-3-ozuwarudo/,【M-1グランプリ2021 3回戦】<br>オズワルド「安全運転」
https://himapucchi.com/m2021-3-indians/,【M-1グランプリ2021 3回戦】<br>インディアンス「娘」
https://himapucchi.com/m2021-3-nishikigoi/,【M-1グランプリ2021 3回戦】<br>錦鯉「トイレ掃除」
https://himapucchi.com/m2021-3-long/,【M-1グランプリ2021 3回戦】<br>ロングコートダディ「宇宙人」　
https://himapucchi.com/m2008first-audrey/,【M-1グランプリ 2008 1stラウンド】<br>オードリー「部屋探し」
https://himapucchi.com/m2008final-audrey/,【M-1グランプリ2008 最終決戦】<br>オードリー「選挙演説」
https://himapucchi.com/suberanaihanashi-no-17-2/,人志松本のすべらない話「マスクを買いに…」
https://himapucchi.com/suberanaihanashi-no-16/,人志松本のすべらない話「ガス代」
https://himapucchi.com/suberanaihanashi-no-17/,人志松本のすべらない話「一等兵」
https://himapucchi.com/suberanaihanashi-no-13/,人志松本のすべらない話「略礼服」
https://himapucchi.com/suberanaihanashi-no-21/,人志松本のすべらない話 「スノーボード」
https://himapucchi.com/knights-dokuenkai-otanoshimi/,ナイツ「漫才協会ラップ」
https://himapucchi.com/knights-dokuenkai-07/,ナイツ「急げ！土屋」
https://himapucchi.com/knights-dokuenkai-08/,ナイツ「ピンク」
https://himapucchi.com/knights-dokuenkai-06/,ナイツ「解散の予感」
https://himapucchi.com/knights-dokuenkai-05/,ナイツ「追悼漫才」
https://himapucchi.com/knights-dokuenkai-04/,ナイツ「ワンマンナイツ」
https://himapucchi.com/knights-dokuenkai-03/,ナイツ「塙鷹の真相暴き」
https://himapucchi.com/knights-dokuenkai-02/,ナイツ「リオの戦リオ品」
https://himapucchi.com/knights-dokuenkai-01/,ナイツ「2016年をヤホーで調べました」
https://himapucchi.com/knights-dokuenkai2019-06/,ナイツ「緊急SOS！大作戦」
https://himapucchi.com/knights-dokuenkai2019-05/,ナイツ「解散してあげるわ」
https://himapucchi.com/knights-dokuenkai2019-04/,ナイツ「ゴロゴロペー」
https://himapucchi.com/knights-dokuenkai2019-03b/,ナイツ「平成をヤホーで調べました」〜平成12年編〜
https://himapucchi.com/knights-dokuenkai2019-03a/,ナイツ「平成をヤホーで調べました」〜平成19年編〜
https://himapucchi.com/knights-dokuenkai2019-02/,ナイツ「ジャイニーズ」
https://himapucchi.com/knights-dokuenkai2019-01/,ナイツ「2019年をヤホーで調べました」
https://himapucchi.com/sandwichman-2017-6/,サンドウィッチマン「エレベーター」
https://himapucchi.com/sandwichman-2017-5/,サンドウィッチマン「喫茶店」
https://himapucchi.com/sandwichman-2017-4/,サンドウィッチマン「刑事富澤」
https://himapucchi.com/sandwichman-2017-3/,サンドウィッチマン「レストラン」
https://himapucchi.com/sandwichman-2017-2/,サンドウィッチマン「自転車屋」
https://himapucchi.com/sandwichman-2017-1/,サンドウィッチマン「子供服店」
https://himapucchi.com/m2010first-knights/,【M-1グランプリ 2010 1stラウンド】<br>ナイツ「2010年を振り返りました」
https://himapucchi.com/m2008final-knights/,【M-1グランプリ2008 最終決戦】<br>ナイツ「SMAPをヤホーで調べました」
https://himapucchi.com/m2008first-knights/,【M-1グランプリ 2008 1stラウンド】<br>ナイツ「宮崎駿をヤホーで調べました」
https://himapucchi.com/m2007final-sandwichman/,【M-1グランプリ2007 最終決戦】<br>サンドウィッチマン 「デリバリー」
https://himapucchi.com/m2007first-sandwichman/,【M-1グランプリ2007 1stラウンド】<br>サンドウィッチマン 「街頭アンケート」
https://himapucchi.com/sandwichman-2007-9/,サンドウィッチマン 「デリバリー」
https://himapucchi.com/magicallovely-tukami/,マヂカルラブリー つかみネタまとめ
https://himapucchi.com/sandwichman-2007-7/,サンドウィッチマン「テレビショッピング」
https://himapucchi.com/sandwichman-2007-8/,サンドウィッチマン「哀川 超」
https://himapucchi.com/sandwichman-2007-6/,サンドウィッチマン「深夜のラジオ」
https://himapucchi.com/sandwichman-2007-5/,サンドウィッチマン「新聞勧誘」
https://himapucchi.com/sandwichman-2007-4/,サンドウィッチマン「葬儀社」
https://himapucchi.com/sandwichman-2007-3/,サンドウィッチマン「ガソリンスタンド」
https://himapucchi.com/sandwichman-2007-2/,サンドウィッチマン「外国人アルバイト」
https://himapucchi.com/sandwichman-2007-1/,サンドウィッチマン「結婚式のスピーチ」
https://himapucchi.com/m2020first-westland/,【M-1グランプリ2020 1stラウンド】<br>ウエストランド「マッチングアプリ」
https://himapucchi.com/m2020first-akina/,【M-1グランプリ 2020 1stラウンド】<br>アキナ「好きなん？」
https://himapucchi.com/m2020first-ozuwarudo/,【M-1グランプリ 2020 1stラウンド】<br>オズワルド「改名したい」
https://himapucchi.com/m2020first-tokyohoteison/,【M-1グランプリ 2020 1stラウンド】<br>東京ホテイソン 「謎解き」
https://himapucchi.com/m2020first-indians/,【M-1グランプリ 2020 1stラウンド】<br>インディアンス「昔悪かった」
https://himapucchi.com/m2020first-newyork/,【M-1グランプリ 2020 1stラウンド】<br>ニューヨーク「細かい犯罪」
https://himapucchi.com/m2020first-nishikigoi/,【M-1グランプリ2020 1stラウンド】<br>錦鯉「パチンコ台」
https://himapucchi.com/m2020final-mitorizu/,【M-1グランプリ2020 最終決戦】<br>見取り図「地元」
https://himapucchi.com/m2020first-mitorizu/,【M-1グランプリ2020 1stラウンド】<br>見取り図「敏腕マネージャー」
https://himapucchi.com/m2020final-oideyasukoga/,【M-1グランプリ2020 最終決戦】<br>おいでやすこが「ハッピーバースデー」
https://himapucchi.com/m2020first-oideyasukoga/,【M-1グランプリ2020 1stラウンド】<br>おいでやすこが「カラオケ」
https://himapucchi.com/m2020first-magicallovely/,【M-1グランプリ2020 1stラウンド】<br>マヂカルラブリー「食事のマナー」
https://himapucchi.com/m2020final-magicallovely/,【M-1グランプリ2020 最終決戦】<br>マヂカルラブリー「つり革につかまらない」
https://himapucchi.com/m2020-2-akina/,【M-1グランプリ2020 2回戦】<br>アキナ「なんも思わん」
https://himapucchi.com/m2020-2-nishikigoi/,【M-1グランプリ2020 2回戦】<br>錦鯉「通販番組」
https://himapucchi.com/m2020-2-mitorizu/,【M-1グランプリ2020 2回戦】<br>見取り図「結婚披露宴」
https://himapucchi.com/m2020-2-magicallovely/,【M-1グランプリ2020 2回戦】<br>マヂカルラブリー「毒爪」
https://himapucchi.com/m2020-2-newyork/,【M-1グランプリ2020 2回戦】<br>ニューヨーク「奥さんの家族」
https://himapucchi.com/m2020-2-westland/,【M-1グランプリ2020 2回戦】<br>ウエストランド「ファン」
